,Judul,Url,Bahan,Step,clean
983,Resep Sup Kacang Merah Daging Sapi,https://resepkoki.id/resep/resep-sup-kacang-merah-daging-sapi/," Daging sapi, potong-potong  -  400 gram Kacang merah segar, direbus 10 menit, tiriskan  -  200 gram Wortel, potong-potong  -  2 buah Daun bawang, rajang kasar  -  1 batang Seledri, diikat simpul  -  1 batang Biji pala bubuk  -  1/2 sdt Garam   -  secukupnya Margarin untuk menumis  -  1 sdm Bawang merah goreng untuk taburan  - Bawang merah  -  5 siung Bawang putih  -  3 siung Merica butiran  -  1 sdt Lihat Resep Versi  ","Didihkan air, rebus daging hingga matang dan empuk.Masukkan kacang merah, tomat, dan seledri. Didihkan kembali dan sisihkan.Panaskan margarin, tumis bumbu halus hingga harum dan matang.Tuang ke dalam rebusan daging.Masukkan garam dan pala bubuk. Aduk rata.Masukkan wortel. Masak hingga wortel lunak, sesuaikan rasanya.Menjelang diangkat, masukkan daun bawang. Aduk rata.","['merica', 'kacang merah', 'pala bubuk', 'biji', 'daun bawang', 'seledri', 'bawang putih', 'bawang merah', 'wortel', 'margarin', 'daging sapi']"
984,Resep Nasi Goreng Teri,https://resepkoki.id/resep/resep-nasi-goreng-teri/," Nasi dingin  -  400 gram Teri medan, goreng hingga kering  -  50 gram Telur ayam  -  2 butir Garam atau kaldu bubuk  -  secukupnya Margarin untum menumis  -  2 sdm Bawang merah  -  4 siung Bawang putih  -  3 siung Cabai merah keriting  -  3 buah PELENGKAP: Telur mata sapi  -  secukupnya Kerupuk  -  secukupnya Timun  -  secukupnya Tomat  -  secukupnya Bawang merah goreng  -  secukupnya","Panaskan margarin, tumis bumbu halus hingga benar-benar matang dan harum, sisihkan di pinggir wajan.Masak telur, buat orak arik.Masukkan nasi putih dan semua bumbu lain, aduk cepat hingga merata semua di atas wajan. Masak dengan api besar supaya matang sempurna dan harum nasi gorengnya.Sesuaikan rasanya.Sesaat sebelum diangkat masukkan teri goreng, aduk rata.Sajikan hangat dengan pelengkap.Bilas teri dengan air, tiriskan hingga kering, kemudian goreng dalam minyak panas dengan api sedang, aduk-aduk supaya matang merata, tiriskan.","['telur ayam', 'nasi', 'kering', 'cabai merah keriting', 'sapi', 'untum', 'telur', 'kerupuk', 'timun', 'tomat', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'teri medan', 'mata', 'margarin']"
985,Resep Mun Tahu,https://resepkoki.id/resep/resep-mun-tahu/," Bawang putih  -  5 siung Daging ayam, cincang kasar  -  200 gram Tahu / tofu  -  300 gram Jahe, digeprek  -  1 ruas Tepung maizena  -  1 sdm Air  -  500 ml Garam  -  1/2 sdt Gula  -  1/3 sdt Merica  -  1/3 sdt Bubuk kaldu ayam  -  1/2 sdt Kecap manis  -  3 sdm Kecap inggris  -  1 sdm Saos tiram  -  2 sdm","Panaskan minyak goreng di wajan, tumis bawang putih dan jahe hingga harum, lalu masukkan daging ayam dan tumis hingga matang.Masukkan jamur yang sudah dipotong, bahan bumbu dan air, lalu aduk hingga rata.Masukkan tahu/tofu yang sudah dipotong-potong sesuai selera.Tunggu hingga mendidih, cicip, dan sesuaikan rasanya. Jika rasa sudah pas, tuang maizena yang sudah dilarutkan dengan sedikit air sambil diaduk perlahan hingga kental.Angkat dan sajikan.Sesudah memasukkan tahu jangan diaduk-aduk, supaya tahu tidak hancur.","['tepung maizena', 'kaldu ayam', 'tiram', 'merica bubuk', 'kecap manis', 'jahe', 'tahu', 'kecap inggris', 'ayam', 'saos', 'bawang putih', 'tofu']"
986,Resep Puding Zebra,https://resepkoki.id/resep/resep-puding-zebra/," Agar-agar  -  2 bungkus Susu cair  -  800 ml Garam  -  1/4 sdt Putih telur  -  4 butir Gula pasir  -  100 gram Coklat masak atau Dark Cooking Chocolate (DCC), cairkan  -  50 gram Oreo, buang krimnya kemudian tumbuk halus  -  15 keping Pasta coklat  -  1 sdt","Campur dan aduk semua bahan I. Masak hingga mendidih. Kecilkan api dan biarkan terus mendidih di atas kompor.Mixer putih telur (bahan II) hingga berbusa. Masukkan gula pasir secara bertahap (tiga tahap). Kocok hingga adonan soft peak, jangan terlalu kaku.Tuang adonan agar-agar mendidih tadi ke dalam putih telur, kocok rata dengan mixer speed rendah.Bagi menjadi dua bagian. Satu bagian dibiarkan putih. Sementara satu bagian lainnya dicampur dengan bahan III. Kocok hingga rata.Siapkan cetakan puding, tuang di satu titik (di tengah cetakan) sesendok adonan cokelat. Tumpuk di atasnya sesendok adonan putih. Lakukan langkah tersebut secara selang seling hingga adonan habis.Biarkan puding mengeras kemudian simpan di kulkas.Sajikan dingin.","['cooking', 'pasta coklat', 'masak', 'putih telur', 'oreo', 'dark', 'chocolate', 'cokelat', 'krim', 'susu']"
987,Resep Chocolate Lava Cake,https://resepkoki.id/resep/resep-chocolate-lava-cake/, Coklat masak atau Dark Cooking Chocolate (DCC)  -  150 gram Gula pasir  -  125 gram Tepung terigu protein sedang  -  75 gram Telur  -  4 butir Garam  -  1/4 sdt Baking powder  -  1/2 sdt,"Lelehkan dark cooking chocolate & butter dengan cara di-tim. Sisihkan dan dinginkan.Nyalakan oven dengan suhu 160°C.Campur dàlam wadah, telur dan gula. Kocok dengan whisker (pengocok) sampai gula tercampur rata.Tambahkan terigu, garam, dan baking powder sambil diayak. Aduk hingga rata.Terakhir masukkan lelehan coklat. Aduk kembali hingga rata.Siapkan cetakan muffin atau mangkok alumunium foil. Olesi dengan margarin dan taburi tipis dengan terigu. Tuang adonan ke dalam cetakan.Masukkan ke dalam loyang dan panggang selama 5 menit.","['cooking', 'tepung terigu', 'telur', 'masak', 'dark', 'chocolate', 'cokelat', 'baking powder']"
988,Resep Tahu Bulat,https://resepkoki.id/resep/resep-tahu-bulat/, Tahu putih  -  10 buah Kuning telur   -  2 butir Baking powder   -  1 sdt Lada bubuk  -  1/2 sdt Minyak untuk menggoreng  -  secukupnya,"Cuci bersih tahu lalu hancurkan. Peras tahu menggunakan kain bersih atau serbet hingga keluar airnya.Campurkan tahu dengan kuning telur, baking powder, bubuk kaldu, dan lada bubuk. Aduk hingga benar-benar bercampur dan tahunya halus. Sesuaikan rasanya.Bulat-bulatkan adonan tahu dengan tangan hingga halus dan licin. Agar ukurannya seragam, timbang masing-masing bulatan sebesar 30 gram.Simpan bola-bola tahu dalam wadah kedap udara dan masukkan ke kulkas (bukan freezer), minimal selama 3-4 jam.Keluarkan tahu dan biarkan agar suhunya naik sesuai keadaan suhu ruang terlebih dulu.Panaskan banyak minyak goreng dengan api sedang. Goreng tahu sambil dibolak-bolak hingga berwarna kecoklatan.Angkat dan tiriskan.","['lada bubuk', 'kuning telur', 'tahu putih', 'baking powder']"
989,Resep Nasi Goreng Kuning Kunyit,https://resepkoki.id/resep/resep-nasi-goreng-kuning-kunyit/," Nasi putih dingin  -  2 piring Telur, orak-arik  -  2 butir cabai rawit merah, iris tipis  -  5 biji Minyak goreng  -  3 sdm Bawang putih  -  3 siung Bawang merah  -  3 butir Kunyit  -  3 cm Kemiri, sangrai  -  3 butir Ebi halus  -  1 sdt Garam  -  1/2 sdt Gula pasir  -  1/2 sdt",Tumis bumbu halus hingga harum dan matang.Masukkan orak-arik telur dan nasi. Aduk hingga benar-benar rata nasi dengan bumbunya. Jangan ada yang menggumpal. Sesuaikan rasanya.Masukkan cabe rawit dan daun bawang. Aduk rata. Angkat.Siap disajikan.1. Gunakan nasi putih yang dingin supaya tidak lengket.,"['cabai rawit merah', 'bawang merah', 'telur', 'ebi', 'biji', 'kunyit', 'kemiri', 'nasi putih', 'bawang putih', 'arik']"
990,Resep Seblak Ceker,https://resepkoki.id/resep/resep-seblak-ceker/," Kerupuk gado-gado, rendam air panas sampai lunak  -  100 gram Batagor kering (optional)  -  50 gram Ceker, rebus sampai lunak  -  6 buah cabai rawit, iris  -  5 biji Garam  -  1 sdt Gula  -  1/2 sdt Merica  -  1/4 sdt Penyedap  -  1/4 sdt Bawang putih  -  3 siung Kunyit  -  5 cm cabai merah keriting  -  2 biji","Panaskan sedikit minyak, tumis bumbu halus sampai harum dan matang.Masukkan orak arik telur, kerupuk basah, batagor, ceker, dan cabe rawit. Aduk sampai merata.Masukan sedikit air, garam, gula, merica dan penyedap, aduk rata. Sesuaikan rasanya. Masak hingga matang. Angkat.Siap disajikan.Bisa ditambahkan irisan bakso dan sayuran misalnya sawi, kangkung, dan tauge, sesuai selera.","['sedap', 'gado', 'ceker ayam', 'kering', 'cabai merah keriting', 'kerupuk', 'biji', 'cabai rawit', 'kunyit', 'bawang putih', 'batagor', 'merica', 'lunak']"
991,Resep Sop Buntut,https://resepkoki.id/resep/resep-sop-buntut/," Buntut sapi, potong-potong  -  1 kg Wortel, potong-potong  -  3 buah Kentang, potong-potong  -  2 buah Seledri, simpulkan  -  1 ikat kecil Tomat, potong-potong  -  1 buah Pala, pecahkan dan haluskan  -  1 buah Cengkeh  -  2 butir Bunga lawang atau pekak  -  4 cm Kayu manis  -  4 cm Kapulaga  -  3 butir Garam  -  1.5 sdm Gula pasir  -  2 sdt Minyak   -  2 sdm Air   -  2 liter","Panaskan air banyak, masak hingga mendidih. Masukkan potongan buntut sapi kemudian rebus hingga berbusa. Buang airnya.Didihkan kembali air yang baru, masukkan buntut lalu rebus hingga lunak.Panaskan minyak, tumis bumbu halus sampai wangi dan matang.Masukkan tumisan tadi ke dalam panci rebusan buntut.Masukkan wortel dan kentang. Masak dengan api kecil hingga mendidih.Masukkan garam, gula pasir, cengkeh, bunga lawang, kayu manis, kapulaga dan pala kemudian sesuaikan rasanya.Masukkan seledri.","['kapulaga', 'pala', 'kayu manis', 'bunga lawang', 'cengkeh', 'tomat', 'seledri', 'bunga lawang', 'wortel', 'kentang', 'buntut sapi']"
992,Resep Steak Ayam Brown Sauce ( Chicken Steak ),https://resepkoki.id/resep/resep-ayam-chicken-steak-brown-sauce/," Dada ayam, masing-masing potong pipih jadi dua bagian  -  2 buah Jeruk nipis, peras dan ambil airnya  -  1 buah Minyak untuk menggoreng  -  secukupnya Tepung bumbu serbaguna  -  100 gram Tepung terigu  -  5 sdm Maizena  -  2 sdm Lada halus  -  1 sdt Telur, kocok lepas  -  2 butir Garam  -  1/8 sdt Lada halus  -  1/8 sdt Bawang bombay, cincang  -  1/2 buah Bawang putih cincang - 2 siung Kecap inggris - 1 sdt Kecap manis - 1 sdm Saus tiram - 1 sdm Saus tomat - 1 sdm Lada hitam halus - 1 sdt Gula - 1 sdm Garam - 2 sdt Kaldu tulang sapi - 350 ml Maizena, larutkan degan sedikit air - 1 sdm Margarin / minyak, untuk menumis - 2 sdm Buncis rebus - secukupnya Wortel rebus - secukupnya Kentang goreng - secukupnya","1. Cuci bersih ayam. Kucuri dengan air jeruk nipis dan garam. Diamkan selama 15 menit di kulkas. Sisihkan.1. Panaskan margarin, tumis bawang bombay dan bawang putih hingga harum dan berubah warna.1. Agar ayam matang merata hingga bagian dalam, goreng ayam dalam keadaan minyak yang benar-benar panas dan menggunakan api kecil.","['jeruk nipis', 'kentang', 'lada', 'pipih', 'saus tiram', 'telur', 'degan', 'kecap manis', 'hitam', 'wortel', 'serbaguna', 'tulang', 'kecap inggris', 'tepung maizena', 'saus tomat', 'margarin', 'tepung terigu', 'sapi', 'kaldu', 'dada ayam', 'bawang putih', 'bawang bombay', 'tepung', 'buncis']"
993,Resep Bakwan Udang,https://resepkoki.id/resep/resep-bakwan-udang/," Putih telur  -  1 butir Tepung terigu  -  3 sdm Tepung beras  -  1 sdm Udang, ukuran sedang  -  8 ekor Wortel kecil  -  1 buah Daun bawang, iris halus  -  1 buah Kol, iris tipis  -  3 lembar Minyak untuk menggoreng  -  secukupnya Lihat Resep Versi  ","Panaskan banyak minyak goreng.Campur putih telur, tepung terigu, tepung beras, dan air hingga rata dan tidak ada yang menggumpal.Masukkan semua sayuran, aduk rata.Ambil adonan bakwan dengan sendok cekung (sendok sayur). Taruh 1 ekor udang di atasnya. Celupkan sendok dalam minyak panas. Goreng sebentar hingga adonan bisa dilepaskan dari sendok. Masak hingga berwarna kuning kecoklatan.Lakukan berulang hingga adonan habis. Angkat dan tiriskan.Siap disajikan.1. Adonan bakwan harus digoreng dalam minyak yang benar-benar panas","['tepung terigu', 'kol', 'putih telur', 'daun bawang', 'udang', 'wortel', 'tepung beras']"
994,Resep Beef Daging Teriyaki,https://resepkoki.id/resep/resep-beef-daging-teriyaki/," Daging sapi, iris tipis  -  200 gram Biji wijen, sangrai terlebih dahulu  -  2 sdm Bawang bombay, iris  -  1/2 butir Margarin / mentega  -  2 sdm Bawang putih, parut   -  2 siung Saus teriyaki  -  2 sdm Kecap asin  -  1 sdm Kecap manis  -  1 sdm Saus tiram  -  1 sdm Lada hitam  -  1 sdt Gula   -  1 sdt Kaldu bubuk  -  1 sdt Garam  -  1/2 sdt Saus tomat  -  1 sdt","Campur rata semua bahan bumbu rendaman.Masukkan daging dalam bumbu rendaman, aduk hingga merata. Diamkan dalam kulkas selama 1 malam. Sisihkan.Panaskan margarin. Tumis bawang bombay hingga wangi.Masukkan daging sambil diaduk-aduk cepat hingga berubah warna. Angkat.Taburi daging dengan biji wijen dan daun bawang.Siap disajikan.1. Pastikan irisan daging sapi benar-benar tipis.","['mentega', 'wijen', 'lada', 'saus tiram', 'saus tomat', 'teriyaki', 'kecap asin', 'biji', 'kecap manis', 'hitam', 'bawang putih', 'bawang bombay', 'kaldu bubuk', 'saus', 'margarin', 'daging sapi']"
995,Resep Fuyunghai,https://resepkoki.id/resep/resep-fuyunghai/," Telur ayam, kocok lepas  -  4 butir Wortel, parut  -  1 buah Daun bawang, iris  -  2 buah Udang, potong-potong  -  8 ekor Bakso ayam, potong-potong  -  5 buah Dada ayam cincang  -  100 gram Garam  -  1.5 sdt Lada  -  1 sdt Minyak   -  secukupnya Tomat, potong  -  1 buah Saus tomat  -  2 sdm Kacang polong  -  3 sdm Bawang bombay, iris  -  1 butir Margarin / Mentega  -  2 sdm","Tumis udang, bakso, ayam, dan sayur-sayuran hingga matang.Masukkan tumisan tadi ke dalam kocokan telur. Aduk hingga merata.Panaskan sedikit minyak dalam wajan datar. Goreng telur hingga matang. Angkat dan sisihkan.Panaskan mentega. Tumis bawang bombay hingga halus.Masukkan tomat, masak hingga tomat layu.Masukkan semua sisa bahan saus. Masak hingga mendidih atau meletup-letup. Sesuaikan rasanya.Jika terlalu kental, bisa menambahkan sedikit air. Masak kembali hingga mendidih. Angkat.","['telur ayam', 'mentega', 'lada', 'dada ayam', 'saus tomat', 'daun bawang', 'tomat', 'udang', 'kacang polong', 'bawang bombay', 'wortel', 'bakso ayam', 'margarin']"
996,Resep Ketoprak,https://resepkoki.id/resep/resep-ketoprak/," Ketupat, potong kotak  -  2 buah Tahu putih  -  5 buah Tauge, buang ekornya  -  100 gram Bihun - 120 gram Kacang tanah, goreng  -  150 gram Bawang putih  -  3 siung cabai rawit  -  5 butir Gula merah, serut  -  50 gram Asam jawa, larutkan dalam 150 ml air matang  -  1/2 sdt Garam  -  1/2 sdt PELENGKAP: Kecap manis  -  secukupnya Bawang goreng  -  secukupnya Kerupuk kanji  -  secukupnya Telur rebus (opsional)  -  secukupnya","Goreng tahu putih hingga matang. Angkat dan tiriskan. Potong kotak dan sisihkan.Seduh tauge dan bihun menggunakan air panas. Tiriskan dan sisihkan.Membuat saus: Haluskan atau giling bawang putih, cabe rawit, gula merah, dan kacang tanah. Tambahkan air asam jawa, campur hingga rata. Sisihkan.Tata ketupat, tahu, bihun, dan tauge di piring. Siram dengan saus kacang lalu beri kecap sesuai selera. Taburi bawang goreng dan lengkapi dengan kerupuk serta telur rebus.Siap disajikan.1. Setelah bihun diseduh dan ditiriskan, bisa dipotong-potong sesuai selera agar lebih mudah saat disajikan.","['cabai rawit merah', 'tauge', 'kacang tanah', 'tahu putih', 'bawang', 'bihun', 'asam jawa', 'ketupat', 'telur', 'kecap manis', 'kerupuk kanji', 'bawang putih']"
997,Resep Kwetiau Goreng Sapi,https://resepkoki.id/resep/resep-kwetiau-goreng-sapi/," Kwetiau   -  1 bungkus (300 gram) Daging sapi, iris tipis  -  50 gram Bawang putih  -  4 siung Merica  -  1/3 sdt Bahan penyedap rasa sapi  -  1/2 sdt Kecap manis  -  3 sdm Telur  -  2 butir Air  -  70 ml Sawi  -  secukupnya Tauge  -  secukupnya","Panaskan minyak goreng di wajan, tumis bawang putih hingga harum, lalu masukkan daging sapi dan tumis lagi hingga daging matang lalu pinggirkan.Masukkan telur, orek-orek.Masukkan sawi dan tambahkan air.Beri garam, merica, penyedap, kecap manis.Sesudah mendidih, masukkan kwetiau dan tauge. Aduk hingga tercampur rata.Angkat dan sajikan.Tauge dimasukkan terakhir bersama kwetiau supaya gak lembek dan tetap krenyes.","['sedap', 'tauge', 'sapi', 'telur', 'kecap manis', 'sawi', 'bawang putih', 'merica', 'kwetiau', 'daging sapi']"
998,Resep Cireng Isi,https://resepkoki.id/resep/resep-cireng-isi/," Tepung sagu tani  -  250 gram Tepung terigu  -  150 gram Bawang putih, haluskan  -  2 siung Air kaldu  -  400 ml Garam  -  1 sdt Merica  -  1/2 sdt Keju cheddar parut (opsional)  -  secukupnya Abon sapi (opsional)  -  secukupnya Ayam suwir pedas  - Ayam fillet, rebus lalu suwir-suwir  -  100 gram Bawang putih, dicincang halus  -  1 siung Bawang bombay cincang  -  1 sdm cabai rawit, cincang  -  2 buah","1. Panaskan margarin. Tumis bawang putih, bawang bombay, daun salam, lengkuas, dan cabai rawit hingga harum.1. Dalam satu wadah, campur tepung sagu, tepung terigu, bawang putih, daun bawang, garam, dan merica. Aduk-aduk hingga merata. Sisihkan.1. Agar adonan tidak lengket dan mudah dibentuk, lumuri kedua permukaan tangan dan taburi alas kerja dengan tepung sagu.","['keju cheddar', 'tepung sagu', 'pedas', 'tepung terigu', 'ayam', 'kaldu', 'tani', 'cabai rawit', 'bawang putih', 'bawang bombay', 'merica', 'abon sapi']"
999,﻿Resep Udang Saos Tiram,https://resepkoki.id/resep/resep-udang-saos-tiram/, Udang segar  -  400 gram Bawang putih  -  6 siung Bawang bombay  -  1/2 buah Air   -  secukupnya Gula  -  1 sdt Garam  -  1/2 sdt Merica  -  1/3 sdt Saos tiram  -  4 sdm Kecap manis  -  2 sdm Kecap ikan  -  1 sdm,"Udang digoreng terlebih dahulu, kemudian tiriskan.Panaskan minyak goreng di wajan, tumis bawang putih cincang dan bawang bombay hingga harum.Tuang bahan seasoning dan air, aduk hingga merata.Tunggu hingga mendidih, baru masukkan udang.Cicip dan sesuaikan rasanya. Masukkan maizena yang sudah dilarutkan dengan air sambil diaduk hingga kental.Angkat dan sajikan.Udang yang digunakan harus benar-benar segar sehingga akan keluar rasa manisnya.","['tiram', 'saos', 'kecap manis', 'kecap ikan', 'udang', 'bawang putih', 'bawang bombay', 'merica']"
1000,Resep Pepes Jamur,https://resepkoki.id/resep/resep-pepes-jamur/," Jamur merang, dibelah empat  -  150 gram Jamur kuping, iris-iris  -  50 gram cabai merah, buang bijinya lalu iris serong  -  2 biji Kaldu jamur  -  1/2 sdt Daun salam, disobek-sobek  -  3 lembar Daun jeruk, disobek-sobek  -  4 lembar Santan kental instan  -  65 ml Garam  -  1/2 sdt Daun pisang untuk membungkus  -  Bawang merah  -  4 siung Bawang putih  -  2 siung Kemiri, sangrai  -  2 butir Lihat Resep Versi  ","Campur bahan pepes dan bumbu halus dalam satu wadah. Aduk hingga merata.Bungkus campuran bahan menggunakan daun pisang lalu semat kedua ujungnya menggunakan tusuk gigi.Kukus pepes selama 20 menit dengan api sedang, hingga matang.Siap disajikan.1. Jenis jamur bisa diganti sesuai selera, seperti jamur tiram.","['kaldu jamur', 'jamur kuping', 'daun jeruk', 'daun salam', 'daun pisang', 'biji', 'cabai merah', 'santan', 'kemiri', 'jamur merang', 'bawang putih', 'bawang merah', 'kental']"
1001,Resep Ayam Betutu,https://resepkoki.id/resep/resep-ayam-betutu/," Ayam jantan  -  1 ekor Jeruk nipis  -  1 buah Daun singkong  -  1 ikat Bawang merah  -  15 siung Bawang putih  -  8 siung cabai merah, buang bijinya  -  2 biji cabai rawit  -  8 biji Kemiri   -  6 butir Ketumbar  -  1 sdt Lada putih  -  1/2 sdt Lada hitam  -  1/2 sdt Jahe  -  4 cm Lengkuas  -  3 cm Kencur  -  3 cm","Bersihkan ayam dan lumuri dengan air perasan jeruk nipis hingga merata. SIsihkan.Rebus daun singkong hingga empuk. Peras airnya kemudian potong-potong. Sisihkan.Tumis bumbu halus hingga wangi. Sesuaikan rasanya. Sisihkan.Ambil sedikit bumbu halus, campurkan dengan singkong dalam satu wadah. Aduk hingga merata.Ambil ayam dan lumuri seluruh badannya dengan bumbu halus hingga ke dalam perut ayam.Masukkan daun singkong berbumbu ke dalam perut ayam hingga penuh. Tutup perutnya dengan mengaitkan ekornya menggunakan tusuk gigi.Ambil daun pisang dan tumpuk beberapa daun pisang (berlapis-lapis) menjadi satu. Taruh ayam di atas daun pisang. Bungkus sedemikian rupa hingga benar-benar rapat. Sematkan di beberapa bagian menggunakan tusuk gigi.","['ayam jantan', 'lada', 'lengkuas', 'jeruk nipis', 'biji', 'daun', 'cabai merah', 'cabai rawit', 'kemiri', 'putih', 'hitam', 'singkong', 'bawang merah', 'bawang putih', 'jahe', 'kencur', 'ketumbar']"
